Station,Station Latitude,Station Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Airport,33.640758,-84.446341,Starbucks,33.64089102,-84.44476896,Coffee Shop
Airport,33.640758,-84.446341,Metal Penguin,33.64005874,-84.44452973,Public Art
Airport,33.640758,-84.446341,Zimbabwe: A Tradition in Stone,33.64074521,-84.44253886,Art Gallery
Airport,33.640758,-84.446341,TSA PreCheck North,33.64127649,-84.44402933,Airport Service
Airport,33.640758,-84.446341,Starbucks,33.641678,-84.44662,Coffee Shop
Airport,33.640758,-84.446341,Starbucks,33.640947,-84.443954,Coffee Shop
Airport,33.640758,-84.446341,Auntie Anne's,33.640931,-84.444774,Food Stand
Airport,33.640758,-84.446341,Papi's Cuban and Caribbean Grill,33.64000912,-84.44266448,Caribbean Restaurant
Airport,33.640758,-84.446341,United Airlines Ticket Counter,33.64146898,-84.44427318,Airport Service
Airport,33.640758,-84.446341,Clear Security Checkpoint,33.64044975,-84.44308394,Airport Service
Airport,33.640758,-84.446341,Delta Sky Club,33.63994822,-84.4425592,Airport Lounge
Airport,33.640758,-84.446341,Brooks Brothers,33.6405412,-84.44463739,Clothing Store
Airport,33.640758,-84.446341,Delta Air Lines Ticket Counter,33.64024034,-84.44409394,Airport Service
Airport,33.640758,-84.446341,Enterprise Rent-A-Car,33.64109352,-84.44630358,Rental Car Location
Airport,33.640758,-84.446341,Bojangles' Famous Chicken 'n Biscuits,33.639731,-84.44251,Fast Food Restaurant
Airport,33.640758,-84.446341,Atlanta Airport Ground Transportation,33.6408901,-84.44658876,Bus Station
Airport,33.640758,-84.446341,Shane's Rib Shack,33.64042103,-84.44474919,BBQ Joint
Airport,33.640758,-84.446341,Jamba Juice,33.638389,-84.442467,Juice Bar
Airport,33.640758,-84.446341,Georgia Lottery,33.64024708,-84.44479632,Betting Shop
Airport,33.640758,-84.446341,Auntie Anne’s,33.643126,-84.442463,Bakery
Airport,33.640758,-84.446341,Subway,33.639613,-84.442389,Sandwich Place
Airport,33.640758,-84.446341,Brookstone,33.6403166,-84.44248438,Electronics Store
Airport,33.640758,-84.446341,United Club,33.64145002,-84.44211279,Airport Lounge
Airport,33.640758,-84.446341,Uncle Maddio's Pizza,33.64172135,-84.44251302,Pizza Place
Airport,33.640758,-84.446341,Rideshare Pickup Area (South Terminal),33.63847023,-84.44681782,Taxi Stand
Airport,33.640758,-84.446341,Maison Mathis 'Transit' - Atlanta International Airport,33.63983843,-84.44902897,Restaurant
Airport,33.640758,-84.446341,Hartsfield Jackson Economy Parking,33.64063249,-84.44975374,Airport Terminal
Arts Center,33.789705,-84.387789,High Museum of Art,33.78954636,-84.38594991,Art Museum
Arts Center,33.789705,-84.387789,Yayoi Kusama - Infinity Mirrors,33.7895022,-84.38593916,Exhibit
Arts Center,33.789705,-84.387789,DaVinci's Midtown,33.78923393,-84.38784987,Pizza Place
Arts Center,33.789705,-84.387789,Atlanta Symphony Hall,33.78865979,-84.3854778,Concert Hall
Arts Center,33.789705,-84.387789,Alliance Theatre,33.78937708,-84.38520344,Theater
Arts Center,33.789705,-84.387789,Nan Thai Fine Dining,33.79173634,-84.38941023,Thai Restaurant
Arts Center,33.789705,-84.387789,The Woodruff Arts Center,33.78937858,-84.38464755,Performing Arts Venue
Arts Center,33.789705,-84.387789,Center Stage,33.79215572,-84.38842821,Music Venue
Arts Center,33.789705,-84.387789,The Loft,33.79212692,-84.38788301,Music Venue
Arts Center,33.789705,-84.387789,Whole World Improv Theatre,33.78791795,-84.38954531,Comedy Club
Arts Center,33.789705,-84.387789,Table 1280,33.78957253,-84.38580836,American Restaurant
Arts Center,33.789705,-84.387789,Hertz Stage,33.78904233,-84.38570564,Indie Theater
Arts Center,33.789705,-84.387789,Museum of Design Atlanta (MODA),33.79078158,-84.38509921,Museum
Arts Center,33.789705,-84.387789,Flywheel Sports Midtown,33.7869844,-84.3882485,Cycle Studio
Arts Center,33.789705,-84.387789,Octane Coffee,33.78973073,-84.38492114,Coffee Shop
Arts Center,33.789705,-84.387789,Center for Puppetry Arts,33.79287075,-84.38968996,Performing Arts Venue
Arts Center,33.789705,-84.387789,Vinyl,33.7920847,-84.3878129,Music Venue
Arts Center,33.789705,-84.387789,Four Seasons Hotel Atlanta,33.7867263,-84.38536136,Hotel
Arts Center,33.789705,-84.387789,Bar Margot,33.786423,-84.385544,Lounge
Arts Center,33.789705,-84.387789,Tex's Tacos,33.7877094,-84.38416095,Food Truck
Arts Center,33.789705,-84.387789,Whole Foods Market,33.78625344,-84.38869151,Grocery Store
Arts Center,33.789705,-84.387789,Vespucci's Pizza & Pasta,33.79273701,-84.38652647,Pizza Place
Arts Center,33.789705,-84.387789,Atlanta Marriott Suites Midtown,33.78632617,-84.38651493,Hotel
Arts Center,33.789705,-84.387789,Caribou Coffee & Einstein Bros. Bagels,33.786463,-84.38745,Coffee Shop
Arts Center,33.789705,-84.387789,Ticket Alternative,33.787604,-84.389601,Print Shop
Arts Center,33.789705,-84.387789,Starbucks,33.786474,-84.387145,Coffee Shop
Arts Center,33.789705,-84.387789,Carolyn's Gourmet Cafe,33.78634321,-84.38772065,Sandwich Place
Arts Center,33.789705,-84.387789,Pasta da Pulcinella,33.78548989,-84.38599309,Italian Restaurant
Arts Center,33.789705,-84.387789,The Spa at Four Seasons Hotel Atlanta,33.78625152,-84.38522092,Spa
Arts Center,33.789705,-84.387789,Mccray's Tavern,33.7858375,-84.38776879,Sports Bar
Arts Center,33.789705,-84.387789,Highland Bakery,33.78662118,-84.38404187,Bakery
Arts Center,33.789705,-84.387789,Park 75 Lounge and Terrace,33.78679676,-84.38544893,Bar
Arts Center,33.789705,-84.387789,Jimmy John's,33.79245766,-84.38611507,Sandwich Place
Arts Center,33.789705,-84.387789,Starbucks,33.78757766,-84.38321749,Coffee Shop
Arts Center,33.789705,-84.387789,Subway,33.786719,-84.3848591,Sandwich Place
Arts Center,33.789705,-84.387789,Anytime Fitness,33.7923,-84.38592,Gym / Fitness Center
Arts Center,33.789705,-84.387789,Sausalito West Coast Grill,33.79308498,-84.38861032,American Restaurant
Arts Center,33.789705,-84.387789,Seattle's Best,33.78735424,-84.38473062,Coffee Shop
Arts Center,33.789705,-84.387789,Bistro 1230 Cafe,33.78764087,-84.38538238,Café
Arts Center,33.789705,-84.387789,FoxTrot Liquor Bar,33.78555866,-84.38609215,Cocktail Bar
Arts Center,33.789705,-84.387789,Avis Car Rental,33.788102,-84.382753,Rental Car Location
Arts Center,33.789705,-84.387789,FedEx Office Print & Ship Center,33.7920886,-84.3857936,Shipping Store
Arts Center,33.789705,-84.387789,Huge x Brash Coffee,33.79254938,-84.3861772,Coffee Shop
Arts Center,33.789705,-84.387789,Rose + Rye,33.78820582,-84.38451569,Restaurant
Arts Center,33.789705,-84.387789,Subway,33.79271318,-84.38639804,Sandwich Place
Arts Center,33.789705,-84.387789,"O'Kelley And Sorohan, Midtown Office",33.792591,-84.387255,Lawyer
Arts Center,33.789705,-84.387789,Residence Inn Breakfast Area,33.79194,-84.385501,Breakfast Spot
Arts Center,33.789705,-84.387789,Mainstage Theater | Center For Puppetry Arts,33.79249,-84.38947,Theater
Ashby,33.756346,-84.417556,Johnny M's Pizza Bistro,33.7545988,-84.41715746,Pizza Place
Ashby,33.756346,-84.417556,Busy Bee Cafe,33.75457669,-84.41402352,Southern / Soul Food Restaurant
Ashby,33.756346,-84.417556,Mr. Everything,33.75473935,-84.41613146,Sandwich Place
Ashby,33.756346,-84.417556,Washington Park,33.75830606,-84.42143903,Park
Ashby,33.756346,-84.417556,GME Sports Lounge and Grill,33.75496692,-84.41701085,Sports Bar
Ashby,33.756346,-84.417556,Chick-fil-A,33.755,-84.415797,Fast Food Restaurant
Ashby,33.756346,-84.417556,Washington Park Natatorium,33.75831144,-84.42198859,Pool
Ashby,33.756346,-84.417556,KFC,33.75378263,-84.41780102,Fried Chicken Joint
Ashby,33.756346,-84.417556,Chevron,33.75446068,-84.4181163,Gas Station
Ashby,33.756346,-84.417556,MLK & Ashby,33.7558405,-84.41757193,Intersection
Ashby,33.756346,-84.417556,Gme Studios,33.75493231,-84.41702805,Music Venue
Ashby,33.756346,-84.417556,MARTA - Ashby Station,33.75629866,-84.4173871,Light Rail Station
Ashby,33.756346,-84.417556,Atlanta Wings,33.75446306,-84.4177205,Wings Joint
Ashby,33.756346,-84.417556,MoJo's Motown Eatery,33.75467133,-84.41630996,American Restaurant
Ashby,33.756346,-84.417556,Blue Seas,33.75461601,-84.41638177,Seafood Restaurant
Ashby,33.756346,-84.417556,Fat Philly's Wings & Things,33.7545467,-84.41618172,Wings Joint
Ashby,33.756346,-84.417556,Beauty Depot,33.75534339,-84.4147814,Cosmetics Shop
Ashby,33.756346,-84.417556,Btw Wings,33.75506,-84.413055,Wings Joint
Avondale,33.775277,-84.281903,La Calavera Bakery,33.77417444,-84.28315358,Bakery
Avondale,33.775277,-84.281903,Three Taverns Craft Brewery,33.77274746,-84.28529733,Brewery
Avondale,33.775277,-84.281903,The Corner Pub,33.77313247,-84.28588322,Pub
Avondale,33.775277,-84.281903,Waffle House Museum,33.77466152,-84.27860702,Museum
Avondale,33.775277,-84.281903,Duck's Cosmic Kitchen,33.77307429,-84.28534129,Bakery
Avondale,33.775277,-84.281903,Wine Workshop and Brew Center,33.77319028,-84.28572763,Wine Shop
Avondale,33.775277,-84.281903,Decatur Boxing Club,33.77189783,-84.28514329,Gym
Avondale,33.775277,-84.281903,JJ Package Store,33.77461127,-84.28006378,Liquor Store
Avondale,33.775277,-84.281903,Mama Bath + Body,33.77391473,-84.28330868,Cosmetics Shop
Avondale,33.775277,-84.281903,MARTA - Avondale Station,33.7754251,-84.28204129,Metro Station
Avondale,33.775277,-84.281903,The Sweatbox,33.77394946,-84.28362215,Gym / Fitness Center
Avondale,33.775277,-84.281903,Pinnacle Fitness Bootcamp,33.77207314,-84.28292327,Gym / Fitness Center
Avondale,33.775277,-84.281903,FitWit Headquarters,33.77236562,-84.28450879,Gym
Avondale,33.775277,-84.281903,Pace23 Indoor Cycling & TRX,33.77215533,-84.28437852,Cycle Studio
Avondale,33.775277,-84.281903,Progressive Methods Incorporated,33.77744628,-84.27822142,Coffee Shop
Avondale,33.775277,-84.281903,pixhouse,33.77238751,-84.28502812,Office
Avondale,33.775277,-84.281903,Tsunami Mixed Martial Arts,33.77777,-84.2782,Martial Arts Dojo
Avondale,33.775277,-84.281903,Decatur Healing Arts,33.77297651,-84.28585159,Spa
Avondale,33.775277,-84.281903,Stitch & Sew Alterations,33.775071,-84.2770255,Clothing Store
Avondale,33.775277,-84.281903,ABC Liquor Store,33.77501133,-84.2770132,Liquor Store
Avondale,33.775277,-84.281903,Mobley Tire & Auto,33.77866437,-84.27897205,Automotive Shop
Bankhead,33.77189,-84.42884,Chevron,33.77111,-84.433464,Gas Station
Bankhead,33.77189,-84.42884,Proctor Creek Greenway,33.772578,-84.429575,Park
Bankhead,33.77189,-84.42884,Super Frosty,33.77171282,-84.4312292,Ice Cream Shop
Brookhaven/Oglethorpe,33.860705,-84.340003,Mellow Mushroom,33.861302,-84.339921,Pizza Place
Brookhaven/Oglethorpe,33.860705,-84.340003,Waffle House,33.86111412,-84.33914102,Diner
Brookhaven/Oglethorpe,33.860705,-84.340003,Total Wine & More,33.8588311,-84.3420887,Wine Shop
Brookhaven/Oglethorpe,33.860705,-84.340003,Nail City,33.86128694,-84.33952638,Cosmetics Shop
Brookhaven/Oglethorpe,33.860705,-84.340003,Dunkin',33.86085694,-84.34034034,Donut Shop
Brookhaven/Oglethorpe,33.860705,-84.340003,Hudson FC International Sports Pub,33.86120511,-84.3397213,Sports Bar
Brookhaven/Oglethorpe,33.860705,-84.340003,Terra Terroir,33.85915773,-84.34095702,American Restaurant
Brookhaven/Oglethorpe,33.860705,-84.340003,Hudson Grille,33.8611124,-84.33994554,Sports Bar
Brookhaven/Oglethorpe,33.860705,-84.340003,Wingstop,33.861908,-84.33923,Wings Joint
Brookhaven/Oglethorpe,33.860705,-84.340003,The UPS Store,33.8621519,-84.3392206,Shipping Store
Brookhaven/Oglethorpe,33.860705,-84.340003,Stein Mart,33.8590804,-84.3416484,Department Store
Brookhaven/Oglethorpe,33.860705,-84.340003,Dragon Express,33.86200155,-84.33924192,Chinese Restaurant
Brookhaven/Oglethorpe,33.860705,-84.340003,Great Clips,33.86185661,-84.33954656,Salon / Barbershop
Brookhaven/Oglethorpe,33.860705,-84.340003,Sugar Shack,33.86033621,-84.33666587,Café
Brookhaven/Oglethorpe,33.860705,-84.340003,Walgreens,33.85721042,-84.34304684,Pharmacy
Brookhaven/Oglethorpe,33.860705,-84.340003,Polished Nail Spa,33.85853734,-84.34167119,Spa
Brookhaven/Oglethorpe,33.860705,-84.340003,Brookhaven Plaza,33.85988047,-84.34092763,Shopping Plaza
Brookhaven/Oglethorpe,33.860705,-84.340003,Rite Aid,33.859366,-84.341589,Pharmacy
Brookhaven/Oglethorpe,33.860705,-84.340003,Wells Fargo,33.85812141,-84.34377909,Bank
Buckhead,33.84841,-84.367018,Suitsupply Atlanta,33.84739857,-84.36500082,Men's Store
Buckhead,33.84841,-84.367018,South City Kitchen,33.84725813,-84.36795387,Southern / Soul Food Restaurant
Buckhead,33.84841,-84.367018,Seven Lamps,33.84710327,-84.36529092,American Restaurant
Buckhead,33.84841,-84.367018,"The Spa at Mandarin Oriental, Atlanta",33.84934396,-84.36656076,Spa
Buckhead,33.84841,-84.367018,The Westin Buckhead Atlanta,33.84836614,-84.3651402,Hotel
Buckhead,33.84841,-84.367018,Olansky Dermatology Associates,33.84862166,-84.36610673,Doctor's Office
Buckhead,33.84841,-84.367018,Maggiano's Little Italy,33.84834525,-84.36741122,Italian Restaurant
Buckhead,33.84841,-84.367018,Swank,33.84703193,-84.36559345,Women's Store
Buckhead,33.84841,-84.367018,Del Frisco's Grille,33.84904656,-84.3662463,Steakhouse
Buckhead,33.84841,-84.367018,Bistro Niko,33.84654833,-84.36867751,French Restaurant
Buckhead,33.84841,-84.367018,True Food Kitchen,33.847687,-84.363843,Restaurant
Buckhead,33.84841,-84.367018,The Palm Atlanta,33.8486612,-84.36531167,Steakhouse
Buckhead,33.84841,-84.367018,Flower Child,33.8466124,-84.36527721,Salad Place
Buckhead,33.84841,-84.367018,Dantanna's,33.84758831,-84.36469872,Bar
Buckhead,33.84841,-84.367018,Zinburger Wine & Burger Bar,33.8479552,-84.36396473,Burger Joint
Buckhead,33.84841,-84.367018,f2o - Fresh to Order,33.84702567,-84.36796822,Sandwich Place
Buckhead,33.84841,-84.367018,InterContinental Buckhead Atlanta,33.8455362,-84.3680211,Hotel
Buckhead,33.84841,-84.367018,Westin Buckhead Club Lounge,33.84866082,-84.36519423,Breakfast Spot
Buckhead,33.84841,-84.367018,Whiskey Blue,33.8477802,-84.36627827,Whisky Bar
Buckhead,33.84841,-84.367018,Buckhead Cigar Club,33.84744343,-84.36505705,Smoke Shop
Buckhead,33.84841,-84.367018,Maggiano's,33.8496969,-84.36936323,Italian Restaurant
Buckhead,33.84841,-84.367018,Kiehl's,33.8478479,-84.3636018,Cosmetics Shop
Buckhead,33.84841,-84.367018,City Club of Buckhead Athletic Club and Spa,33.84761599,-84.36684875,Gym / Fitness Center
Buckhead,33.84841,-84.367018,Highland Bakery,33.84777321,-84.36677717,Bakery
Buckhead,33.84841,-84.367018,Bhojanic,33.84616593,-84.3651387,Indian Restaurant
Buckhead,33.84841,-84.367018,The Cheesecake Factory,33.84816182,-84.36284126,American Restaurant
Buckhead,33.84841,-84.367018,Eminence Nail & Spa,33.84987442,-84.37065135,Cosmetics Shop
Buckhead,33.84841,-84.367018,CorePower Yoga,33.84620866,-84.3655318,Yoga Studio
Buckhead,33.84841,-84.367018,Paper Source -Shops Around Lenox,33.84604284,-84.36521938,Gift Shop
Buckhead,33.84841,-84.367018,Peachtree Roadrace Start,33.84968356,-84.36277071,Athletics & Sports
Buckhead,33.84841,-84.367018,Bourbon Bar,33.84564288,-84.3686034,Hotel Bar
Buckhead,33.84841,-84.367018,Massage Envy - Buckhead,33.8495746,-84.3701893,Spa
Buckhead,33.84841,-84.367018,W Atlanta - Buckhead,33.84778053,-84.36623734,Hotel
Buckhead,33.84841,-84.367018,Roots Juices,33.84617992,-84.36514248,Juice Bar
Buckhead,33.84841,-84.367018,Neiman Marcus,33.84609841,-84.36393368,Department Store
Buckhead,33.84841,-84.367018,Cook Hall,33.84824536,-84.36634262,Gastropub
Buckhead,33.84841,-84.367018,West Elm,33.847375,-84.365164,Furniture / Home Store
Buckhead,33.84841,-84.367018,Club Lounge,33.8457468,-84.36834086,Travel Lounge
Buckhead,33.84841,-84.367018,Corner Bakery Cafe,33.848288,-84.36725,American Restaurant
Buckhead,33.84841,-84.367018,Crate and Barrel,33.845747,-84.364854,Furniture / Home Store
Buckhead,33.84841,-84.367018,W Hotel Living Room,33.84803332,-84.36621247,Hotel Bar
Buckhead,33.84841,-84.367018,Southern Art,33.84565321,-84.36852958,Southern / Soul Food Restaurant
Buckhead,33.84841,-84.367018,DSW Designer Shoe Warehouse,33.85053023,-84.37025249,Shoe Store
Buckhead,33.84841,-84.367018,Nordstrom Rack,33.85013908,-84.37009054,Clothing Store
Buckhead,33.84841,-84.367018,SoulCycle Buckhead,33.84615441,-84.3650679,Cycle Studio
Buckhead,33.84841,-84.367018,Corner Bakery Cafe,33.84793169,-84.36324975,Bakery
Buckhead,33.84841,-84.367018,Shops Around Lenox,33.8464163,-84.3650177,Shopping Plaza
Buckhead,33.84841,-84.367018,New York Prime Steakhouse,33.851592,-84.36439483,Steakhouse
Buckhead,33.84841,-84.367018,Café 100,33.84743247,-84.37123435,Café
Buckhead,33.84841,-84.367018,Godiva Chocolatier,33.8468464,-84.3622856,Chocolate Shop
Buckhead,33.84841,-84.367018,Coach,33.84678163,-84.36245847,Accessories Store
Buckhead,33.84841,-84.367018,J.Crew,33.8471739,-84.3622982,Clothing Store
Buckhead,33.84841,-84.367018,Cost Plus World Market,33.851054,-84.370815,Furniture / Home Store
Buckhead,33.84841,-84.367018,Jimmy John's,33.84575592,-84.36965288,Sandwich Place
Buckhead,33.84841,-84.367018,Nike Store,33.846921,-84.362647,Sporting Goods Shop
Buckhead,33.84841,-84.367018,Yumbii,33.8453305,-84.36845461,Food Truck
Buckhead,33.84841,-84.367018,Macy's,33.847831,-84.362211,Department Store
Buckhead,33.84841,-84.367018,Little Alley Steakhouse,33.85215018,-84.36601101,Steakhouse
Buckhead,33.84841,-84.367018,Apple Lenox Square,33.8471461,-84.36299587,Electronics Store
Buckhead,33.84841,-84.367018,Grand Hyatt Atlanta In Buckhead,33.84508591,-84.37018275,Hotel
Buckhead,33.84841,-84.367018,SEPHORA,33.84635852,-84.36241091,Cosmetics Shop
Buckhead,33.84841,-84.367018,ULTA Beauty,33.84991813,-84.37079047,Cosmetics Shop
Buckhead,33.84841,-84.367018,Anthropologie,33.84790365,-84.36327485,Women's Store
Buckhead,33.84841,-84.367018,Zara,33.84673815,-84.36325162,Clothing Store
Buckhead,33.84841,-84.367018,Sprinkles Cupcake ATM,33.84805287,-84.36337191,Cupcake Shop
Buckhead,33.84841,-84.367018,David Yurman,33.8466704,-84.362566,Jewelry Store
Buckhead,33.84841,-84.367018,T.J. Maxx,33.8509842,-84.370721,Department Store
Buckhead,33.84841,-84.367018,Brooks Brothers,33.84673409,-84.36272464,Clothing Store
Buckhead,33.84841,-84.367018,NM Cafe,33.84602352,-84.36366789,Café
Buckhead,33.84841,-84.367018,"Mandarin Oriental, Atlanta",33.84909891,-84.36628927,Hotel
Buckhead,33.84841,-84.367018,Ruth's Chris Steak House - Buckhead Atlanta,33.844556,-84.3686078,Steakhouse
Buckhead,33.84841,-84.367018,LUSH,33.846335,-84.3635778,Cosmetics Shop
Buckhead,33.84841,-84.367018,Burberry,33.8463051,-84.3630974,Clothing Store
Buckhead,33.84841,-84.367018,Louis Vuitton Atlanta Lenox Square,33.84644997,-84.36304578,Leather Goods Store
Buckhead,33.84841,-84.367018,Path 400,33.85169338,-84.37013837,Trail
Buckhead,33.84841,-84.367018,Solomon Brothers Fine Jewelry,33.84748621,-84.37120609,Jewelry Store
Buckhead,33.84841,-84.367018,Foot Locker,33.84689033,-84.3625465,Shoe Store
Buckhead,33.84841,-84.367018,Cartier,33.8467376,-84.3629816,Jewelry Store
Buckhead,33.84841,-84.367018,Madewell,33.8462694,-84.3624019,Women's Store
Buckhead,33.84841,-84.367018,Gap,33.84716915,-84.36315283,Clothing Store
Buckhead,33.84841,-84.367018,Abercrombie & Fitch,33.84711232,-84.36227431,Clothing Store
Buckhead,33.84841,-84.367018,MAC,33.84735714,-84.36280076,Cosmetics Shop
Buckhead,33.84841,-84.367018,Express,33.84646477,-84.36260359,Clothing Store
Buckhead,33.84841,-84.367018,Starbucks,33.8466191,-84.36233598,Coffee Shop
Buckhead,33.84841,-84.367018,Armani Exchange,33.84741443,-84.3629694,Clothing Store
Buckhead,33.84841,-84.367018,Blue Chip Cafe,33.84700195,-84.36763255,Food Court
Buckhead,33.84841,-84.367018,Corner Bakery Cafe,33.847921,-84.362914,Bakery
Buckhead,33.84841,-84.367018,Starbucks,33.84856536,-84.36230349,Coffee Shop
Buckhead,33.84841,-84.367018,kate spade new york,33.84677599,-84.36319257,Women's Store
Buckhead,33.84841,-84.367018,Saks Off 5th,33.85049859,-84.37094301,Department Store
Buckhead,33.84841,-84.367018,Buckhead Station,33.85027692,-84.3702031,Shopping Plaza
Buckhead,33.84841,-84.367018,"The Whitley, a Luxury Collection Hotel, Atlanta Buckhead",33.85038767,-84.3628335,Hotel
Buckhead,33.84841,-84.367018,LensCrafters,33.84710614,-84.36237332,Optical Shop
Buckhead,33.84841,-84.367018,Prada,33.84676191,-84.36277024,Boutique
Buckhead,33.84841,-84.367018,LensCrafters At Macy's - Lenox Square,33.847628,-84.36242,Eye Doctor
Buckhead,33.84841,-84.367018,Bed Bath & Beyond,33.8502139,-84.3701158,Furniture / Home Store
Buckhead,33.84841,-84.367018,Sage Woodfire Tavern Buckhead,33.8485522,-84.36590384,Diner
Buckhead,33.84841,-84.367018,Starbucks,33.851719,-84.367992,Coffee Shop
Buckhead,33.84841,-84.367018,Old Navy,33.85036998,-84.37084251,Clothing Store
Buckhead,33.84841,-84.367018,Ona Atlanta,33.84629816,-84.36511263,Gift Shop
Chamblee,33.886191,-84.306957,Ibiza Bites,33.88946805,-84.31035617,Food Truck
Chamblee,33.886191,-84.306957,The Fish Store,33.8858813,-84.30375377,Pet Store
Chamblee,33.886191,-84.306957,Le Caveau Fine Wines,33.88929288,-84.30518493,Wine Shop
Chamblee,33.886191,-84.306957,Five Guys,33.88854724,-84.30993343,Burger Joint
Chamblee,33.886191,-84.306957,Subway,33.88873936,-84.31130266,Sandwich Place
Chamblee,33.886191,-84.306957,Redbox,33.88802858,-84.3078275,Video Store
Chamblee,33.886191,-84.306957,Sally Beauty Supply,33.88911155,-84.31035333,Cosmetics Shop
Chamblee,33.886191,-84.306957,Mattress Firm,33.88950681,-84.31040756,Furniture / Home Store
Chamblee,33.886191,-84.306957,Walmart Vision & Glasses,33.88872212,-84.3113641,Optical Shop
Chamblee,33.886191,-84.306957,Chamblee Village,33.8886382,-84.31010439,Shopping Plaza
Chamblee,33.886191,-84.306957,American Deli,33.88892736,-84.30998143,American Restaurant
Chamblee,33.886191,-84.306957,Yuzu Sushi,33.888403,-84.309374,Sushi Restaurant
Chamblee,33.886191,-84.306957,Hello Gorgeous Cafe,33.88946097,-84.30780741,Café
Chamblee,33.886191,-84.306957,Steam Koffee,33.88939929,-84.30444999,Coffee Shop
Chamblee,33.886191,-84.306957,Chamblee Rail Trail,33.88732419,-84.31135572,Trail
Chamblee,33.886191,-84.306957,VaporFi,33.8890534,-84.3101427,Vape Store
Chamblee,33.886191,-84.306957,Snez Hair Salon,33.88949633,-84.304197,Health & Beauty Service
Civic Center,33.766305,-84.387209,Twelve Hotels & Residences,33.76480103,-84.38779418,Hotel
Civic Center,33.766305,-84.387209,W Atlanta - Downtown,33.76513297,-84.38921027,Hotel
Civic Center,33.766305,-84.387209,Jimmy John's,33.76481007,-84.3878581,Sandwich Place
Civic Center,33.766305,-84.387209,Shakespeare Tavern,33.768103,-84.38482338,Theater
Civic Center,33.766305,-84.387209,Bliss Spa at the W Atlanta - Downtown,33.76470232,-84.38939674,Spa
Civic Center,33.766305,-84.387209,Mellow Mushroom,33.764919,-84.388748,Pizza Place
Civic Center,33.766305,-84.387209,Room at Twelve Centennial Park,33.76557402,-84.38768906,Steakhouse
Civic Center,33.766305,-84.387209,Living Room W Downtown,33.76466832,-84.38941484,Lounge
Civic Center,33.766305,-84.387209,Max Lager's Wood-Fired Grill & Brewery,33.76334071,-84.38693507,Brewery
Civic Center,33.766305,-84.387209,Herban Fix Vegan Kitchen,33.77006198,-84.3849871,Vegetarian / Vegan Restaurant
Civic Center,33.766305,-84.387209,Bark ATL,33.76389588,-84.38268423,Dog Run
Civic Center,33.766305,-84.387209,Wxyz Lounge,33.76247718,-84.38938189,Lounge
Civic Center,33.766305,-84.387209,Corner Bakery Cafe,33.76191,-84.387675,Bakery
Civic Center,33.766305,-84.387209,Pacific Rim Bistro,33.76253842,-84.38615021,American Restaurant
Civic Center,33.766305,-84.387209,SunTrust Plaza,33.76238951,-84.3859623,Plaza
Civic Center,33.766305,-84.387209,E-Villa Restaurant and Lounge,33.76800871,-84.38532817,Ethiopian Restaurant
Civic Center,33.766305,-84.387209,VIP Concierge Lounge @ Atlanta Marriott Marquis,33.7622739,-84.38484104,Hotel Bar
Civic Center,33.766305,-84.387209,White Oak Kitchen & Cocktails,33.76216552,-84.38786656,American Restaurant
Civic Center,33.766305,-84.387209,Morton's The Steakhouse,33.7628583,-84.3861139,Steakhouse
Civic Center,33.766305,-84.387209,Caribou Coffee,33.76261238,-84.38506365,Coffee Shop
Civic Center,33.766305,-84.387209,Mayor's Park,33.76458086,-84.38539778,Park
Civic Center,33.766305,-84.387209,Crowne Plaza Atlanta - Midtown,33.770219,-84.38812,Hotel
Civic Center,33.766305,-84.387209,Ocean Market,33.76782095,-84.38526948,Bistro
Civic Center,33.766305,-84.387209,Folk Art Park At Ralph Mcgill & Courtland,33.76452,-84.384341,Sculpture Garden
Civic Center,33.766305,-84.387209,Legends Restaurant & Lounge,33.7680582,-84.38518224,Restaurant
Civic Center,33.766305,-84.387209,Dunkin',33.762788,-84.385439,Donut Shop
Civic Center,33.766305,-84.387209,Courtland St NE and Ralph McGill Blvd NE,33.764338,-84.384118,Intersection
Civic Center,33.766305,-84.387209,J. Christopher's,33.76511754,-84.38333981,Breakfast Spot
Civic Center,33.766305,-84.387209,Lobby Bar,33.77015489,-84.38761989,Coffee Shop
Civic Center,33.766305,-84.387209,Motel 6,33.76309324,-84.38363545,Hotel
Civic Center,33.766305,-84.387209,Budgetel Inns & Suites,33.767735,-84.38275,Hotel
Civic Center,33.766305,-84.387209,Century Skyline Rooftop Pool,33.76474657,-84.38247954,Residential Building (Apartment / Condo)
Civic Center,33.766305,-84.387209,Get Fit Now,33.76415771,-84.38260077,Gym
College Park,33.651673,-84.448793,The Corner Grille,33.65101652,-84.44975349,Restaurant
College Park,33.651673,-84.448793,Noodle,33.65440542,-84.44965046,Asian Restaurant
College Park,33.651673,-84.448793,Urban Foodie Feed Store,33.65052455,-84.44992291,Southern / Soul Food Restaurant
College Park,33.651673,-84.448793,Hattie Marie's Texas Style BBQ & Cajun Kitchen,33.6538161,-84.44941521,BBQ Joint
College Park,33.651673,-84.448793,Enterprise Rent-A-Car,33.64867,-84.4504,Rental Car Location
College Park,33.651673,-84.448793,The Feed Store,33.65053513,-84.44991969,American Restaurant
College Park,33.651673,-84.448793,Shoe Department,33.65282681,-84.44972811,Shoe Store
